Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
"@user @user @user NO Thank You! Selling out Americans! Selling US jobs at all levels to ONE country! Stealing visas from other eligible nations. #noHR392Until the US gets our own countrymen back to work & boost our economy, #EndAllVisas H1B H2B",No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on immigration and job issues without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses concern over job competition and immigration policy without racial animus,Hate,Negative,-0.6926
@user @user @user RIDICULOUS CUNT ! WOMEN DO IT IN AND OUT OF MARRIAGES THE WEAK BITCHES. WHAT DO U C…,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be expressing frustration rather than hate or racism,Hate,Negative,-0.9495
@user @user @user She clearly thinks women are stupid! Bitch needs to take a seat.,No,the tweet does not contain racial hate speech against People of African Descent Black people it is directed at a woman and does not reference race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it expresses frustration towards an individual's opinion without racial implications,Hate,Negative,-0.6996
@user @user @user Think all the rape put a bit of a dampener of liberation tbf,No,this tweet does not contain explicit racial hate speech against Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation appears to be a critique of a situation rather than expressing hate or racism,Hate,Negative,-0.6908
"@user @user @user We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSh",Yes,the tweet contains derogatory terms directed at a specific group which indicates racial hate speech,Yes,the author's motivation appears to be hateful and discriminatory towards the targeted group,Hate,Negative,-0.4805
@user @user @user What a skank lolol you wake up waiting for me to tweet lolol pathetic lol 😂😂👍😂👍,No,the tweet does not contain any racial slurs or language specifically targeting People of African Descent,No,the author's motivation appears to be mocking or insulting another user rather than expressing hate or racism,Non-hate,Positive,0.7783
@user @user @user Women are all harassed? And it's also all men unless we prove other wise? You're a clueless cunt👍,No,the tweet does not specifically target or express hate towards People of African Descent,No,the author's motivation appears to be frustration or disagreement rather than racial hate,Hate,Negative,-0.755
@user @user @user Yup. You *did say this @user And now you have lied to get yourself out of a hole.,No,this tweet does not contain any racial hate speech against People of African Descent it appears to be a response to a specific conversation without any racial context,No,the author's motivation for writing this tweet does not seem hateful or racist it seems to focus on a disagreement rather than targeting a specific racial group,Non-hate,Negative,-0.3818
@user @user @user hoe you dont even know??Tragique....add me back,No,the tweet does not contain any racial hate speech against People of African Descent it is unclear and does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a casual response to others without any indication of malice,Non-hate,Neutral,0.0
@user @user @user much confirms that she is a hysterical Liberal wacko. Any woman who forces pothe…,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on political ideology and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques a political stance rather than targeting a racial group,Hate,Neutral,-0.0258
"@user @user Actually NO! The privilege is with the person lucky enough to be granted the visa. UK can, and does, attract millions upon millions of would be economic migrants. Fair play to the guy getting the visa originally, now the time for hi",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration and visas without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on immigration policy rather than promoting hate,Non-hate,Positive,0.9151
@user @user Bitch please. You're nothing more than Putin's whore,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it targets an individual rather than a racial group,Non-hate,Negative,-0.7943
