Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
@user @user @user @user @user So you cant stand your own kind either you gotta breed with something else.,Yes,the tweet implies a negative view towards a specific group by suggesting a preference for mixing with other races which can be interpreted as derogatory towards Black people,No,the author's motivation seems to stem from a place of disdain rather than a clear intent to promote hate or racism,Non-hate,Positive,0.5267
"@user @user @user @user Earth to Andrew, come in Andrew:   its about immigration.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl",Yes,the tweet contains racial hate speech against People of African Descent Black people as it promotes the idea of white genocide and implies that the rights of white people are being threatened by immigration,Yes,the author's motivation for writing the tweet is hateful or racist as it expresses a belief in racial superiority and invokes a conspiracy theory that dehumanizes others,Hate,Negative,-0.7717
"@user @user @user @user Hirono, Booker & Harris competing for 'Most Hysterical Woman' at the Kavanaugh hearings",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to criticize the individuals' behavior rather than their race or ethnicity,Hate,Negative,-0.101
@user @user @user @user please spread the word  -&gt;&gt; using frequent flyer miles to reunite immigrant families!,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigrant families without targeting any specific race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist the intent is to promote a positive action of reuniting families,Non-hate,Positive,0.3802
"@user @user @user A Mexican asked me whether I was saying that Hispanic immigrants had no right to a country, meaning OURS.I replied, ""Immigrants HAVE a country, or they wouldn't be IMMIGRANTS."" Immigration is about sharing",No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet appears to be focused on immigration and sharing rather than being hateful or racist,Non-hate,Positive,0.1531
@user @user @user Don't dare to tell us about Syrian refugees.,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation is not hateful or racist it seems to be a reaction to a specific topic rather than targeting a racial group,Non-hate,Neutral,0.0
@user @user @user I 100% believe I'm gonna catch one of you in this attire Bussin a wild skank on Choumert Grove 🤣😅😂,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be humorous rather than hateful or racist,Non-hate,Positive,0.8225
@user @user @user I can get behind the decriminalisation of drugs and better communication. However the idea that illegal immigration is not a big issue I believe is untrue. 80% of women who crosss the border illegally get raped by,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or target a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as they are discussing immigration and drug policy without derogatory language,Hate,Negative,-0.743
@user @user @user I mean all women have fathers. Not all men have daughters so 'daughter issue' i…,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Neutral,0.0
@user @user @user Immigration in a picturehttps://t.co/bNRq7N7Oj3,No,the tweet does not explicitly contain any language or imagery that targets People of African Descent,No,the author's motivation cannot be determined as hateful or racist based on the provided content,Non-hate,Neutral,0.0
@user @user @user Isn't a pussy an exit hole too?,No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a comment on a sexual topic without any racial implications,Hate,Neutral,0.0
"@user @user @user Oh sure thing Ralph. Can you tell us exactly how many of the ""refugees"" (code for country shoppers) have been deported? @user",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses refugees without specific racial targeting,No,the author's motivation does not appear to be hateful or racist it seems to question immigration policies without racial intent,Hate,Positive,0.3182
